diseases|sub-category|reference|link
Peripheral Arterial Disease (PAD)|||https://www.cdc.gov/DHDSP/data_statistics/fact_sheets/fs_PAD.htm
Peripheral Arterial Insufficiency — see Peripheral Arterial Disease|||https://www.cdc.gov/DHDSP/data_statistics/fact_sheets/fs_PAD.htm
Peripheral Arterial Occlusive Disease — see Peripheral Arterial Disease|||https://www.cdc.gov/DHDSP/data_statistics/fact_sheets/fs_PAD.htm
Peripheral Vascular Disease — see Peripheral Arterial Disease|||https://www.cdc.gov/DHDSP/data_statistics/fact_sheets/fs_PAD.htm
Pertussis (Whooping Cough)|||https://www.cdc.gov/pertussis
Pertussis (Whooping Cough) Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/pertussis/default.htm
Pet-Related Diseases — see Animal-Related Diseases|||https://www.cdc.gov/healthypets/
Phthiriasis — see Pubic Lice|||https://www.cdc.gov/parasites/lice/pubic/
PID (Pelvic Inflammatory Disease)|||https://www.cdc.gov/std/PID/STDFact-PID.htm
Pigs, Influenza in — see Swine Influenza|||https://www.cdc.gov/flu/swineflu/
Pink Eye [Conjunctivitis]|||https://www.cdc.gov/conjunctivitis/index.html
Pinworm Infection [Enterobius vermicularis Infection]|||https://www.cdc.gov/parasites/pinworm/
Plague [Yersinia pestis Infection]|||https://www.cdc.gov/plague/
Pneumococcal Conjugate Vaccine (PCV)|||https://www.cdc.gov/vaccines/vpd-vac/pneumo/default.htm
Pneumococcal Disease|||https://www.cdc.gov/pneumococcal/index.html
Pneumococcal Polysaccharide Vaccine (PPV)|||https://www.cdc.gov/vaccines/vpd-vac/pneumo/default.htm
Pneumoconioses, Coal Workers' — see Black Lung|||https://www.cdc.gov/niosh/topics/pneumoconioses/
Pneumocystis carinii Pneumonia (PCP) Infection — see Pneumocystis pneumonia|||https://www.cdc.gov/fungal/diseases/pneumocystis-pneumonia/
Pneumocystis pneumonia (PCP) [Pneumocystis jirovecii pneumonia (previously Pneumocystis carinii) ]|||https://www.cdc.gov/fungal/diseases/pneumocystis-pneumonia/
Pneumonia|||https://www.cdc.gov/pneumonia/
Polio Infection [Poliomyelitis Infection]|||https://www.cdc.gov/polio/
Polio Vaccination [Poliomyelitis Vaccination]|||https://www.cdc.gov/vaccines/vpd-vac/polio/default.htm
Poliomyelitis Infection — see Polio Infection|||https://www.cdc.gov/polio/
Poliomyelitis Vaccination — see Polio Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/polio/default.htm
Pontiac Fever — see Legionnaires' Disease|||https://www.cdc.gov/legionella/index.html
Powassan (POW) virus|||https://www.cdc.gov/powassan
Poxvirus Infections|||https://www.cdc.gov/poxvirus/index.html
PPV (Pneumococcal Polysaccharide Vaccine)|||https://www.cdc.gov/vaccines/vpd-vac/pneumo/default.htm
Pregnancy|||https://www.cdc.gov/pregnancy
Primary Amebic Meningoencephalitis (PAM) — see Naegleria Infection|||https://www.cdc.gov/parasites/naegleria/
Prion Diseases (TSEs) [Transmissible spongiform encephalopathies]|||https://www.cdc.gov/prions/
Prostate Cancer|||https://www.cdc.gov/cancer/prostate/index.htm
Pseudomonas aeruginosa Infection|||https://www.cdc.gov/hai/organisms/pseudomonas.html
Pseudomonas dermatitis Infection — see Hot Tub Rash|||https://www.cdc.gov/healthyswimming/derm.htm
Psittacosis|||https://www.cdc.gov/pneumonia/atypical/psittacosis.html
Psoriasis|||https://www.cdc.gov/psoriasis
Pubic Lice [Phthiriasis]|||https://www.cdc.gov/parasites/lice/pubic/
Pulmonary Embolism (PE) — see Deep Vein Thrombosis|||https://www.cdc.gov/ncbddd/dvt/index.html
Pulmonary Hypertension|||https://www.cdc.gov/DHDSP/data_statistics/fact_sheets/fs_pulmonary_hypertension.htm
Q Fever [Coxiella burnetii Infection]|||https://www.cdc.gov/qfever
RA (Rheumatoid Arthritis)|||https://www.cdc.gov/arthritis/basics/rheumatoid.htm
Rabies|||https://www.cdc.gov/rabies/
Rabies Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/rabies/default.htm
Raccoon Roundworm Infection [Baylisascaris Infection]|||https://www.cdc.gov/parasites/baylisascaris/index.html
Rat-Bite Fever (RBF) [Streptobacillus moniliformis Infection]|||https://www.cdc.gov/rat-bite-fever/
RBF (Rat-Bite Fever)|||https://www.cdc.gov/rat-bite-fever/
Recalled Vaccines|||https://www.cdc.gov/nip/vaccine/recalls/default.htm
Recreational Water Illness (RWI)|||https://www.cdc.gov/healthywater/swimming/rwi.html
Reptiles, Infections from|||https://www.cdc.gov/healthypets/pets/reptiles.html
Respiratory Syncytial Virus Infection (RSV)|||https://www.cdc.gov/rsv/
Rheumatoid Arthritis (RA)|||https://www.cdc.gov/arthritis/basics/rheumatoid.htm
Rickettsia rickettsii Infection — see Rocky Mountain Spotted Fever|||https://www.cdc.gov/rmsf/index.html
Rickettsia, Spotted Fever Group — see Spotted Fever Group Rickettsia|||https://www.cdc.gov/otherspottedfever/
Rickettsial Diseases|||https://www.cdc.gov/ticks
Rift Valley Fever (RVF)|||https://www.cdc.gov/vhf/rvf/
Ringworm [Dermatophyte Infection]|||https://www.cdc.gov/fungal/diseases/ringworm/index.html
Ringworm from Animals|||https://www.cdc.gov/healthypets/diseases/ringworm.html
River Blindness [Onchocerciasis]|||https://www.cdc.gov/parasites/onchocerciasis/index.html
RMSF (Rocky Mountain Spotted Fever)|||https://www.cdc.gov/rmsf/index.html
Rocky Mountain Spotted Fever (RMSF) [Rickettsia rickettsii Infection]|||https://www.cdc.gov/rmsf/index.html
Rodent Control — see Rodents, Diseases from|||https://www.cdc.gov/rodents
Rodents — see Rat-Bite Fever|||https://www.cdc.gov/rat-bite-fever/
Rodents, Diseases from|||https://www.cdc.gov/rodents
Rotavirus Infection|||https://www.cdc.gov/rotavirus/index.html
Rotavirus Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/rotavirus/default.htm
RSV (Respiratory Syncytial Virus Infection)|||https://www.cdc.gov/rsv/
Rubella (German Measles) Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/rubella/default.htm
Rubeola — see Measles|||https://www.cdc.gov/measles/index.html
Runny Nose — see Cold, Common|||https://www.cdc.gov/features/rhinoviruses/
RVF (Rift Valley Fever)|||https://www.cdc.gov/vhf/rvf/
RWI (Recreational Water Illness)|||https://www.cdc.gov/healthywater/swimming/rwi.html
Salmonella typhi infection — see Typhoid Fever|||https://www.cdc.gov/typhoid-fever/index.html
Salmonella Infection [Salmonellosis]|||https://www.cdc.gov/salmonella
Salmonella Infection from Animals|||https://www.cdc.gov/healthypets/diseases/salmonella.html
Salmonellosis — see Salmonella Infection|||https://www.cdc.gov/salmonella
Salt|||https://www.cdc.gov/salt/
||see also Heart Disease [Cardiovascular Health]|https://www.cdc.gov/heartdisease/
||see also High Blood Pressure|https://www.cdc.gov/bloodpressure/
Sappinia diploidea and Sappinia pedata — see Sappinia Infection|||https://www.cdc.gov/parasites/sappinia/
Sappinia Infection [Sappinia diploidea and Sappinia pedata]|||https://www.cdc.gov/parasites/sappinia/
SARS [Severe Acute Respiratory Syndrome]|||https://www.cdc.gov/sars/index.html
Scabies|||https://www.cdc.gov/parasites/scabies
Scarlet Fever|||https://www.cdc.gov/Features/ScarletFever/
Schistosoma Infection — see Schistosomiasis|||https://www.cdc.gov/parasites/schistosomiasis/
Schistosomiasis [Schistosoma Infection]|||https://www.cdc.gov/parasites/schistosomiasis/
Seasonal Flu|||https://www.cdc.gov/flu/
Sepsis [Septicemia]|||https://www.cdc.gov/sepsis/index.html
Septic shock — see Sepsis|||https://www.cdc.gov/sepsis/index.html
Septicemia — see Sepsis|||https://www.cdc.gov/sepsis/index.html
Severe Acute Respiratory Syndrome — see SARS|||https://www.cdc.gov/sars/index.html
Sexually Transmitted Disease Surveillance Reports|||https://www.cdc.gov/nchstp/dstd/Stats_Trends/Stats_and_Trends.htm
Sexually Transmitted Diseases (STDs)|||https://www.cdc.gov/std/default.htm
|Bacterial Vaginosis (BV)||https://www.cdc.gov/std/bv/default.htm
|Chlamydia [Chlamydia trachomatis Disease]||https://www.cdc.gov/std/chlamydia/default.htm
|Genital Herpes [Herpes Simplex Virus Infection]||https://www.cdc.gov/std/Herpes/default.htm
|Gonorrhea [Neisseria gonorrhoeae Infection]||https://www.cdc.gov/std/Gonorrhea/
|Human Papillomavirus Infection (HPV Infection)||https://www.cdc.gov/hpv/
|Pelvic Inflammatory Disease (PID)||https://www.cdc.gov/std/PID/STDFact-PID.htm
|Syphilis [Treponema pallidum Infection]||https://www.cdc.gov/std/syphilis/default.htm
|Trichomoniasis [Trichomonas Infection]||https://www.cdc.gov/std/trichomonas/default.htm
||see also HIV/AIDS and STDs|https://www.cdc.gov/std/hiv/default.htm
SFGR (Spotted Fever Group Rickettsia)|||https://www.cdc.gov/otherspottedfever/
Shiga toxin-producing E. coli (STEC) — see E. coli Infection|||https://www.cdc.gov/ecoli/
Shigella Infection [Shigellosis]|||https://www.cdc.gov/shigella/index.html
Shigellosis — see Shigella Infection|||https://www.cdc.gov/shigella/index.html
Shingles [Varicella Zoster Virus (VZV)]|||https://www.cdc.gov/shingles/index.html
Shingles Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/shingles/default.htm
Sickle Cell Disease|||https://www.cdc.gov/ncbddd/sicklecell/
SIDS (Sudden Infant Death Syndrome)|||https://www.cdc.gov/SIDS/index.htm
Sinus Infection [Sinusitus]|||https://www.cdc.gov/getsmart/antibiotic-use/URI/sinus-infection.html
Sinusitus — see Sinus Infection|||https://www.cdc.gov/getsmart/antibiotic-use/URI/sinus-infection.html
Skin Cancer|||https://www.cdc.gov/cancer/skin/
Skin Cancer and Genetics|||https://www.cdc.gov/genomics/resources/diseases/skin.htm
||see also Family History|https://www.cdc.gov/features/familyhealthhistory/index.html
||see also Genetics and Genomics|https://www.cdc.gov/genomics/
||see also Skin Cancer|https://www.cdc.gov/cancer/skin/
Skin Conditions, Occupational|||https://www.cdc.gov/niosh/topics/skin/
SLE (Lupus)|||https://www.cdc.gov/lupus/
Sleep and Sleep Disorders|||https://www.cdc.gov/sleep
Sleeping Sickness [African Trypanosomiasis]|||https://www.cdc.gov/parasites/sleepingsickness/
Smallpox|||https://www.cdc.gov/smallpox/
Smoking and Tobacco Use|||https://www.cdc.gov/tobacco
Sodium — see Salt|||https://www.cdc.gov/salt/
Soil Transmitted Helminths|||https://www.cdc.gov/parasites/sth/
Sore Mouth Infection [Orf Virus Infection]|||https://www.cdc.gov/ncidod/dvrd/orf_virus/
Sore Throat|||https://www.cdc.gov/Features/strepthroat/
Southern Tick-Associated Rash Illness (STARI)|||https://www.cdc.gov/stari
Spina Bifida [Myelomeningocele]|||https://www.cdc.gov/ncbddd/spinabifida
Spirillum minus Infection — see Rat-Bite Fever|||https://www.cdc.gov/rat-bite-fever/
Sporothrix schenckii infection — see Sporotrichosis|||https://www.cdc.gov/fungal/diseases/sporotrichosis/index.html
Sporotrichosis [Sporothrix schenckii infection]|||https://www.cdc.gov/fungal/diseases/sporotrichosis/index.html
Spotted Fever Group Rickettsia (SFGR)|||https://www.cdc.gov/otherspottedfever/
Staph — see Staphylococcus aureus Infection|||https://www.cdc.gov/HAI/organisms/staph.html
Staphylococcus aureus Infection|||https://www.cdc.gov/HAI/organisms/staph.html
STARI (Southern Tick-Associated Rash Illness)|||https://www.cdc.gov/stari
STDs (Sexually Transmitted Diseases)|||https://www.cdc.gov/std/default.htm
STDs and HIV/AIDS — see HIV/AIDS and STDs|||https://www.cdc.gov/std/hiv/default.htm
STEC (Shiga toxin-producing E. coli)|||https://www.cdc.gov/ecoli/
Strep Infection, Group A — see Group A Strep Infection|||https://www.cdc.gov/groupAstrep/index.html
Strep Infection, Group B — see Group B Strep Infection|||https://www.cdc.gov/groupbstrep/index.html
Strep Throat — see Sore Throat|||https://www.cdc.gov/Features/strepthroat/
Streptobacillus moniliformis Infection — see Rat-Bite Fever|||https://www.cdc.gov/rat-bite-fever/
Streptococcus pneumoniae Infection|||https://www.cdc.gov/pneumococcal/clinicians/clinical-features.html
Stress, Occupational|||https://www.cdc.gov/niosh/topics/stress
Stroke|||https://www.cdc.gov/stroke/
Stroke and Genetics|||https://www.cdc.gov/genomics/resources/diseases/stroke.htm
||see also Genetics and Genomics|https://www.cdc.gov/genomics/
||see also Stroke|https://www.cdc.gov/stroke/
Strongyloidiasis — see Strongyloidiasis - see Strongyloides Infection|||https://www.cdc.gov/parasites/strongyloides/
Strongyloidiasis - see Strongyloides Infection [Strongyloidiasis]|||https://www.cdc.gov/parasites/strongyloides/
Sudden Infant Death Syndrome (SIDS)|||https://www.cdc.gov/SIDS/index.htm
Surveillance Reports, Sexually Transmitted Disease — see Sexually Transmitted Disease Surveillance Reports|||https://www.cdc.gov/nchstp/dstd/Stats_Trends/Stats_and_Trends.htm
Swimmer's Itch [Cercarial Dermatitis]|||https://www.cdc.gov/parasites/swimmersitch/
Swimming-related Illness — see Recreational Water Illness|||https://www.cdc.gov/healthywater/swimming/rwi.html
Swine Influenza|||https://www.cdc.gov/flu/swineflu/
Symptom Relief for Upper Respiratory Infections|||https://www.cdc.gov/getsmart/community/for-patients/symptom-relief.html
Syphilis [Treponema pallidum Infection]|||https://www.cdc.gov/std/syphilis/default.htm
Systemic lupus erythematosus — see Lupus|||https://www.cdc.gov/lupus/
Taenia Infection — see Tapeworm Infection|||https://www.cdc.gov/parasites/taeniasis/
Tapeworm Infection [Taenia Infection]|||https://www.cdc.gov/parasites/taeniasis/
Tapeworm, Dog and Cat Flea [Dipylidium Infection]|||https://www.cdc.gov/parasites/dipylidium/
TB (Tuberculosis)|||https://www.cdc.gov/tb
TB (Tuberculosis) Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/tb/default.htm
TB and HIV Coinfection|||https://www.cdc.gov/tb/topic/TBHIVcoinfection/default.htm
TB and the African-American Communtiy|||https://www.cdc.gov/tb/topic/populations/TBinAfricanAmericans/default.htm
TB Data & Statistics|||https://www.cdc.gov/tb/statistics/default.htm
TB Education and Training Network|||https://www.cdc.gov/tb/education/Tbetn/default.htm
TB in African-Americans — see TB and the African-American Communtiy|||https://www.cdc.gov/tb/topic/populations/TBinAfricanAmericans/default.htm
TB Surveillance Reports — see TB Data & Statistics|||https://www.cdc.gov/tb/statistics/default.htm
TB Testing & Diagnosis|||https://www.cdc.gov/tb/topic/testing/default.htm
TBI (Traumatic Brain Injury)|||https://www.cdc.gov/TraumaticBrainInjury/
Testicular Cancer|||https://www.cdc.gov/des/consumers/about/concerns_sons.html
Tetanus (Lockjaw) Infection|||https://www.cdc.gov/tetanus/index.html
Tetanus (Lockjaw) Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/tetanus/default.htm
Tetanus Disease [Clostridium tetani Infection]|||https://www.cdc.gov/tetanus/index.html
Thalassemia — see Cooley's Anemia|||https://www.cdc.gov/ncbddd/thalassemia/
Thoracic Aortic Aneurysm — see Aortic Aneurysm|||https://www.cdc.gov/dhdsp/data_statistics/fact_sheets/fs_aortic_aneurysm.htm
Throat, Sore — see Sore Throat|||https://www.cdc.gov/Features/strepthroat/
Throat, Strep — see Sore Throat|||https://www.cdc.gov/Features/strepthroat/
Thrombophilia — see Clotting Disorders|||https://www.cdc.gov/ncbddd/hemophilia/diagnosis.html
Thrombosis — see Clotting Disorders|||https://www.cdc.gov/ncbddd/hemophilia/diagnosis.html
Thrush [Oropharyngeal Candidiasis]|||https://www.cdc.gov/fungal/diseases/candidiasis/thrush/index.html
Tickborne Diseases — see Ticks|||https://www.cdc.gov/ticks/index.html
Ticks|||https://www.cdc.gov/ticks/index.html
|Anaplasmosis, Human||https://www.cdc.gov/anaplasmosis/
|Babesiosis [Babesia Infection]||https://www.cdc.gov/parasites/babesiosis/
|Ehrlichiosis, Human||https://www.cdc.gov/ticks/diseases/ehrlichiosis/
|Lyme Disease [Borrelia burgdorferi Infection]||https://www.cdc.gov/lyme/
|Powassan (POW) virus||https://www.cdc.gov/powassan
|Rocky Mountain Spotted Fever (RMSF) [Rickettsia rickettsii Infection]||https://www.cdc.gov/rmsf/index.html
|Southern Tick-Associated Rash Illness (STARI)||https://www.cdc.gov/stari
|Tularemia [Francisella tularensis Infection]||https://www.cdc.gov/Tularemia/
Tinea — see Ringworm|||https://www.cdc.gov/fungal/diseases/ringworm/index.html
Tobacco Use, Smoking and — see Smoking and Tobacco Use|||https://www.cdc.gov/tobacco
Tourette Syndrome  (TS)|||https://www.cdc.gov/ncbddd/tourette/
Toxocara Infection — see Toxocariasis|||https://www.cdc.gov/parasites/toxocariasis/
Toxocariasis [Toxocara Infection]|||https://www.cdc.gov/parasites/toxocariasis/
Toxoplasma Infection — see Toxoplasmosis|||https://www.cdc.gov/parasites/toxoplasmosis/
Toxoplasmosis [Toxoplasma Infection]|||https://www.cdc.gov/parasites/toxoplasmosis/
Trachoma Infection|||https://www.cdc.gov/globalhealth/ntd/diseases/trachoma_burden.html
Transmissible spongiform encephalopathies — see Prion Diseases|||https://www.cdc.gov/prions/
Traumatic Brain Injury (TBI)|||https://www.cdc.gov/TraumaticBrainInjury/
Traumatic Occupational Injuries|||https://www.cdc.gov/niosh/injury/
Trench fever [Bartonella quintana Infection]|||https://www.cdc.gov/bartonella
Treponema pallidum Infection — see Syphilis|||https://www.cdc.gov/std/syphilis/default.htm
Trichinellosis (Trichinosis)|||https://www.cdc.gov/parasites/trichinellosis/
Trichomonas Infection — see Trichomoniasis|||https://www.cdc.gov/std/trichomonas/default.htm
Trichomoniasis [Trichomonas Infection]|||https://www.cdc.gov/std/trichomonas/default.htm
Trichuriasis — see Whipworm Infection|||https://www.cdc.gov/parasites/whipworm/
Trisomy 21 — see Down Syndrome|||https://www.cdc.gov/ncbddd/birthdefects/DownSyndrome.html
Trypanosoma cruzi Infection — see Chagas Disease|||https://www.cdc.gov/parasites/chagas/
Trypanosomiasis, African — see Sleeping Sickness|||https://www.cdc.gov/parasites/sleepingsickness/
TS (Tourette Syndrome )|||https://www.cdc.gov/ncbddd/tourette/
TSEs (Prion Diseases)|||https://www.cdc.gov/prions/
Tuberculosis (TB) [Mycobacterium tuberculosis Infection]|||https://www.cdc.gov/tb
Tuberculosis (TB) Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/tb/default.htm
Tuberculosis and HIV Coinfection — see TB and HIV Coinfection|||https://www.cdc.gov/tb/topic/TBHIVcoinfection/default.htm
Tuberculosis Skin Test — see TB Testing & Diagnosis|||https://www.cdc.gov/tb/topic/testing/default.htm
Tuberculosis Training — see TB Education and Training Network|||https://www.cdc.gov/tb/education/Tbetn/default.htm
Tuberculosis Vaccine (BCG)|||https://www.cdc.gov/tb/topic/vaccines/default.htm
Tularemia [Francisella tularensis Infection]|||https://www.cdc.gov/Tularemia/
||see also Ticks|https://www.cdc.gov/ticks/index.html
Typhoid Fever [Salmonella typhi infection]|||https://www.cdc.gov/typhoid-fever/index.html
Typhoid Fever Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/typhoid/default.htm
Typhus Fevers|||https://wwwnc.cdc.gov/travel/yellowBookCh4-Rickettsial.aspx
Ulcerative Colitis — see Inflammatory Bowel Disease|||https://www.cdc.gov/ibd/
Undulant Fever — see Brucella Infection|||https://www.cdc.gov/brucellosis/index.html
Unexplained Respiratory Disease Outbreaks (URDO)|||https://emergency.cdc.gov/urdo/
Universal Newborn Hearing Screening — see Hearing, Early Detection & Intervention|||https://www.cdc.gov/ncbddd/hearingloss/index.html
Upper Respiratory Infection Symptom Relief — see Symptom Relief for Upper Respiratory Infections|||https://www.cdc.gov/getsmart/community/for-patients/symptom-relief.html
URDO (Unexplained Respiratory Disease Outbreaks)|||https://emergency.cdc.gov/urdo/
Uterine Cancer|||https://www.cdc.gov/cancer/uterine/
Vaccination, American Indian and Alaska Native — see American Indian and Alaska Native Vaccination|||https://www.cdc.gov/features/aianflu/
Vaginal and Vulvar Cancers|||https://www.cdc.gov/cancer/vagvulv/
Vaginal Candidiasis — see Genital Candidiasis|||https://www.cdc.gov/fungal/diseases/candidiasis/genital/index.html
Valley Fever [Coccidioidomycosis]|||https://www.cdc.gov/fungal/diseases/coccidioidomycosis/index.html
Vancomycin-Intermediate/Resistant Staphylococcus aureus Infections [VISA/VRSA]|||https://www.cdc.gov/HAI/organisms/visa_vrsa/visa_vrsa.html
Vancomycin-resistant Enterococci Infection (VRE)|||https://www.cdc.gov/HAI/organisms/vre/vre.html
Variant Creutzfeldt-Jakob Disease (vCJD)|||https://www.cdc.gov/prions/vcjd/index.html
Variant Viruses - see Influenza|||https://www.cdc.gov/flu/swineflu/variant.htm
Varicella Disease — see Chickenpox|||https://www.cdc.gov/chickenpox/index.html
Varicella Vaccination — see Chickenpox Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/varicella/default.htm
Varicella Zoster Virus (VZV) — see Shingles|||https://www.cdc.gov/shingles/index.html
Varicella-Zoster Virus Infection|||https://www.cdc.gov/shingles/index.html
Variola Major Virus Infection — see Smallpox|||https://www.cdc.gov/smallpox/
Variola Minor Virus Infection — see Smallpox|||https://www.cdc.gov/smallpox/
vCJD (Variant Creutzfeldt-Jakob Disease)|||https://www.cdc.gov/prions/vcjd/index.html
verruga peruana — see Carrión’s disease|||https://www.cdc.gov/bartonella
VHF (Viral Hemorrhagic Fevers)|||https://www.cdc.gov/vhf/virus-families/index.html
Vibrio cholerae Infection — see Cholera|||https://www.cdc.gov/cholera/
Vibrio Illness [Vibriosis]|||https://www.cdc.gov/vibrio/index.html
Vibriosis — see Vibrio Illness|||https://www.cdc.gov/vibrio/index.html
Viral Hemorrhagic Fevers (VHF)|||https://www.cdc.gov/vhf/virus-families/index.html
|Alkhurma hemorrhagic fever (AHF)||https://www.cdc.gov/vhf/alkhurma/
|Chapare Hemorrhagic Fever (CHHF)||https://www.cdc.gov/vhf/chapare/index.html
|Crimean-Congo hemorrhagic fever (CCHF) [Nairovirus Infection]||https://www.cdc.gov/vhf/crimean-congo/
|Ebola Virus Disease (EVD)||https://www.cdc.gov/vhf/ebola/
|Hantavirus Pulmonary Syndrome (HPS)||https://www.cdc.gov/hantavirus/
|Kyasanur Forest disease (KFD)||https://www.cdc.gov/vhf/kyasanur/
|Lassa Fever||https://www.cdc.gov/vhf/lassa/
|Lujo Hemorrhagic Fever (LUHF)||https://www.cdc.gov/vhf/lujo/index.html
|Marburg Hemorrhagic Fever||https://www.cdc.gov/vhf/marburg/
|Omsk hemorrhagic fever (OHF)||https://www.cdc.gov/vhf/omsk/index.html
|Rift Valley Fever (RVF)||https://www.cdc.gov/vhf/rvf/
Viral Hepatitis|||https://www.cdc.gov/hepatitis/index.htm
Viral Meningitis [Aseptic Meningitis]|||https://www.cdc.gov/meningitis/viral.html
||see also Meningitis [Meningococcal Disease]|https://www.cdc.gov/meningitis/
VISA/VRSA — see Vancomycin-Intermediate/Resistant Staphylococcus aureus Infections|||https://www.cdc.gov/HAI/organisms/visa_vrsa/visa_vrsa.html
Vision Impairment|||https://www.cdc.gov/ncbddd/dd/ddvi.htm
Von Willebrand Disease — see VWD|||https://www.cdc.gov/ncbddd/vwd/
VRE (Vancomycin-resistant Enterococci Infection)|||https://www.cdc.gov/HAI/organisms/vre/vre.html
Vulvovaginal Candidiasis — see Genital Candidiasis|||https://www.cdc.gov/fungal/diseases/candidiasis/genital/index.html
VVC (Genital Candidiasis)|||https://www.cdc.gov/fungal/diseases/candidiasis/genital/index.html
VWD [Von Willebrand Disease]|||https://www.cdc.gov/ncbddd/vwd/
VZV (Varicella Zoster Virus) — see Shingles|||https://www.cdc.gov/shingles/index.html
Weight, Healthy — see Healthy Weight|||https://www.cdc.gov/healthyweight/index.html
West Nile Virus Infection (WNV Infection)|||https://www.cdc.gov/westnile
Whipworm Infection [Trichuriasis]|||https://www.cdc.gov/parasites/whipworm/
Whitmore's Disease — see Melioidosis|||https://www.cdc.gov/melioidosis/index.html
Whooping Cough — see Pertussis (Whooping Cough)|||https://www.cdc.gov/pertussis
Whooping Cough (Pertussis) Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/pertussis/default.htm
Wildlife, Infections from|||https://www.cdc.gov/healthypets/pets/wildlife.html
Winter Storms — see Extreme Cold|||https://emergency.cdc.gov/disasters/winter/
WNV Infection (West Nile Virus Infection)|||https://www.cdc.gov/westnile
Women's Bleeding Disorders|||https://www.cdc.gov/ncbddd/blooddisorders/women/
Women's Health|||https://www.cdc.gov/women
XDR TB (Extensively Drug-Resistant TB)|||https://www.cdc.gov/tb/topic/drtb/xdrtb.htm
Xenotropic Murine Leukemia Virus-related Virus Infection — see XMRV Infection|||https://www.cdc.gov/xmrv/
XMRV Infection [Xenotropic Murine Leukemia Virus-related Virus Infection]|||https://www.cdc.gov/xmrv/
Yeast Infection — see Genital Candidiasis|||https://www.cdc.gov/fungal/diseases/candidiasis/genital/index.html
Yellow Fever|||https://www.cdc.gov/yellowfever/
Yellow Fever Vaccination|||https://www.cdc.gov/vaccines/vpd-vac/yf/default.htm
Yersinia enterocolitica Infection — see Yersiniosis|||https://www.cdc.gov/yersinia/
Yersinia pestis Infection — see Plague|||https://www.cdc.gov/plague/
Yersiniosis [Yersinia enterocolitica Infection]|||https://www.cdc.gov/yersinia/
Zika Virus Infection|||https://www.cdc.gov/zika/index.html
Zoonotic Diseases from Animals — see Animal-Related Diseases|||https://www.cdc.gov/healthypets/
Zoonotic enteric diseases — see Gastrointestinal Diseases from Animals|||https://www.cdc.gov/zoonotic/gi/index.html
Zoonotic Hookworm|||https://www.cdc.gov/parasites/zoonotichookworm/
Zoster — see Shingles|||https://www.cdc.gov/shingles/index.html
Zygomycosis — see Mucormycosis|||https://www.cdc.gov/fungal/diseases/mucormycosis/index.html
